pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Facing,Overlooking,Property Age,furnishing,features,ratings,Possession in
"5 Bedroom House for sale in Nehru Nagar , Bhopal",Aakriti Garden Phase 4,₹1.7 Cr,"₹17,000 /sqft",Ready To Move,Fully furnished and functional independent house,"Plot area 1000
(92.9 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 1.7 Crore
@ 17,000 per sq.ft. (Negotiable)","Aakriti Garden Phase 4
Nehru Nagar , Bhopal",2 Floors,North,Park/Garden,10+ Year Old,"['8 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '4 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '4 Bed', '3 Wardrobe', '1 Sofa', 'No Curtains', 'No Light', 'No Microwave', 'No Fridge', 'No Washing Machine', 'No Water Purifier']","['False Ceiling Lighting', 'Separate entry for servant room', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"8 Bedroom House for sale in Singarcholi, Bhopal","Singarcholi, Bhopal",₹2.25 Cr,"₹9,782 /sqft",Under Construction,"We are proud owners of house/villa available for sale in singarcholi, bhopal. Available at price of rs 2.25 crores. It has carpet area of 2300 sqft. It has 5 bhk, 8 bathroom, 7 balcony.It is a freehold property","Carpet area: 2300
(213.68 sq.m.)  
sq.ft.","8 Bedrooms , 8 Bathrooms, 3+ Balconies","₹ 2.25 Crore
@ 9,782 per sq.ft.","Singarcholi, Bhopal",3 Floors,,,,[],[],[],Dec 2025
"4 Bedroom House for sale in Janki Nagar, Bhopal","Janki Nagar, Bhopal",₹65 Lac,"₹3,421 /sqft",Ready To Move,"This 4 bhk house for sale in janki nagar, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. This house occupies a built up area of 1900 sq.Ft. And contains 4 bedrooms, 4 bathrooms . Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 65 lac.","Built Up area: 1900
(176.52 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, No Balcony","₹ 65 Lac
@ 3,421 per sq.ft.","Janki Nagar, Bhopal",2 Floors,,,,[],[],[],undefined
"3 Bedroom House for sale in Janki Nagar, Bhopal",Lakshya Serene Wood,₹49 Lac,"₹4,336 /sqft",Ready To Move,"Do you wish to buy an independent house in janki nagar, bhopal. This 3 bhk house looks like an ideal choice for somebody looking for peace of mind. This house occupies a built up area of 1130 sq.Ft. And contains 3 bedrooms, 3 bathrooms . This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 49 lac.","Built Up area: 1130
(104.98 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony","₹ 49 Lac
@ 4,336 per sq.ft.","Lakshya Serene Wood
Janki Nagar, Bhopal",2 Floors,,,,[],[],[],undefined
"3 Bedroom House for sale in Airport Road, Bhopal","Airport Road, Bhopal",₹85 Lac,"₹3,542 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 3 bhk house in airport road, which is an ideal choice for a family. The floor plan additionally contains 3 bedrooms, 2 bathrooms and 1 balcony. All in all, the independent house is spread over a built up area of 2400 sq.Ft. Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 85 lac. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing.","Built Up area: 2400
(222.97 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 85 Lac
@ 3,542 per sq.ft.","Airport Road, Bhopal",1 Floors,East,,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"2 Bedroom House for sale in Akbarpur, Bhopal","Akbarpur, Bhopal",₹25 Lac,"₹3,623 /sqft",Under Construction,"On the lookout for a spacious house in bhopal? Go for this 2 bhk house for sale in akbarpur, a well-Connected locality within bhopal. The floor plan additionally contains 2 bedrooms, 2 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 690 sq.Ft. As the property is currently under construction, you can expect to get the possession within 3 months. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 25 lac.","Plot area 690
(64.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac
@ 3,623 per sq.ft. (All inclusive)","Akbarpur, Bhopal",1 Floors,,,Under Construction,[],[],[],
"3 Bedroom House for sale in Bagmugaliya, Bhopal",Sagar Royal Villas,₹45 Lac,"₹4,285 /sqft",Ready To Move,"We have a house/villa available for sale in swarna kunj colony, bhopal. Available at price of rs 4500000. It has carpet area of 1050 sq ft. It has 3 bhk, 2 bathroom, balcony.It is a freehold property","Carpet area: 1050
(97.55 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 45 Lac
@ 4,285 per sq.ft.","Sagar Royal Villas
Bagmugaliya, Bhopal",5 Floors,,,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Awadhpuri, Bhopal",Vayu Royal Enclave 1,₹62.5 - 74.75 Lac,"₹4,348 /sqft",Ready To Move,"Vayu royal enclave 1 is a residential development in awadhpuri, bhopal. The project is built by vayu buildcon. They provide skillfully designed apartments and plots with all necessities.",,,,,,,,,[],[],"[{'Connectivity': '4.1 out of 5'}, {'Lifestyle': '4 out of 5'}, {'Safety': '3.9 out of 5'}, {'Green Area': '4.1 out of 5'}]",
"7 Bedroom House for sale in B sector shahpura, Bhopal",Gate Number 8 Shahpura,₹2.1 Cr,"₹8,750 /sqft",Ready To Move,"Park facing property situated in the most posh square of shahpura and bhopal region with multiple ias, ies, doctors, architects, and buisness owners residing. Market, lake, mall, community hall, gaming zone, children garden and every possible utility at walking distance from our property. Fully secured campus with heavy security gates installation and security agency. At a distance of 250 meters from shahpura lake, one of the most vibrant place of bhopal.","Plot area 2400
(222.97 sq.m.)  
sq.ft.","7 Bedrooms , 6 Bathrooms, 2 Balconies","₹ 2.1 Crore
@ 8,750 per sq.ft. (All inclusive, Negotiable)","Gate Number 8 Shahpura
B sector shahpura, Bhopal",2 Floors,South,"Park/Garden,Main Road",10+ Year Old,[],['No open drainage around'],[],
"3 Bedroom House for sale in Phanda Kala, Bhopal",Aakriti Highlands Space,Price on Request,,Ready To Move,Best in class property available at phanda kala location in bhopal,"Built Up area: 1
(0.09 sq.m.)  
sq.ft.","3 Bedrooms , 1 Bathroom, No Balcony",Price on Request,"Aakriti Highlands Space
Phanda Kala, Bhopal",1 Floors,,,,[],[],[],undefined
"3 Bedroom House for sale in Bairagarh Chichali, Bhopal","Bairagarh Chichali, Bhopal",₹40 Lac,"₹3,636 /sqft",Ready To Move,Near 6 lane road All near amenities,"Plot area 1100
(102.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room,Study Room","₹ 40 Lac
@ 3,636 per sq.ft.","Bairagarh Chichali, Bhopal",2 Floors,North,"Park/Garden,Main Road",0 to 1 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Park', 'Visitor Parking', 'Waste Disposal']",[],
"5 Bedroom House for sale in Narayan Nagar, Bhopal","Narayan Nagar, Bhopal",₹1.1 Cr,"₹10,476 /sqft",Ready To Move,"Near national highway, independent house,","Plot area 1050
(97.55 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 1.1 Crore
@ 10,476 per sq.ft.","Narayan Nagar, Bhopal",2 Floors,,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"6 Bedroom House for sale in Lalita Nagar, Bhopal","Lalita Nagar, Bhopal",₹1 Cr,"₹3,333 /sqft",Ready To Move,"Lalita nagar is one of bhopal's most sought after destination for residential houses and this 6 bhk house in lalita nagar is your opportunity to be a part of this community. Constructed on a built up area of 3000 sq.Ft., this house comprises 6 bedrooms, 6 bathrooms and 2 balconies. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 1 crore. The residents of this house enjoy a 24*7 access to clean water. This property faces the north direction.","Built Up area: 3000
(278.71 sq.m.)  
sq.ft.","6 Bedrooms , 6 Bathrooms, 2 Balconies","₹ 1 Crore
@ 3,333 per sq.ft.","Lalita Nagar, Bhopal",1 Floors,North,,1 to 5 Year Old,[],[],[],
"9 Bedroom House for sale in Punjabi Bagh, Bhopal","Punjabi Bagh, Bhopal",₹2.85 Cr,"₹9,500 /sqft",Ready To Move,Most prime location very peaceful area,"Plot area 3000
(278.71 sq.m.)
Built Up area: 5200 sq.ft. (483.1 sq.m.)  
sq.ft.","9 Bedrooms , 7 Bathrooms, 2 Balconies","₹ 2.85 Crore+ Govt Charges & Tax
@ 9,500 per sq.ft.","Punjabi Bagh, Bhopal",2 Floors,East,Main Road,10+ Year Old,[],"['Water Storage', 'Visitor Parking']",[],
"3 Bedroom House for sale in Katara Hills, Bhopal",Signature 360,₹73 Lac,"₹7,934 /sqft",Ready To Move,"Covered and secured premium township.Full of amenities.Connected with public metro,aiims, university is only 3.5km far.","Plot area 920
(85.47 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 73 Lac
@ 7,934 per sq.ft. (Negotiable)","Signature 360
Katara Hills, Bhopal",2 Floors,West,,5 to 10 Year Old,"['2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"5 Bedroom House for sale in Ravidas Nagar, Bhopal","Ravidas Nagar, Bhopal",₹1.3 Cr,"₹2,888 /sqft",Ready To Move,"We have a house/villa available for sale in ravidas nagar, hoshiarpur. Available at price of rs 1.3 crores. It has plot area of 4500 sq ft. It has 5 bhk, 3 bathroom, balcony.It is a freehold property","Plot area 4500
(418.06 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, No Balcony","₹ 1.3 Crore
@ 2,888 per sq.ft.","Ravidas Nagar, Bhopal",2 Floors,,,5 to 10 Year Old,[],[],[],
"5 Bedroom House for sale in Lakherapura, Bhopal","Lakherapura, Bhopal",₹1.8 Cr,"₹21,176 /sqft",Ready To Move,"I have a house/villa available for sale in lakherapura, bhopal. Available at price of rs 1.8 crores. It has plot area of 850 sq ft. It has 5 bhk, 3 bathroom, 1 balcony.It is a freehold property","Plot area 850
(78.97 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 1.8 Crore
@ 21,176 per sq.ft.","Lakherapura, Bhopal",3 Floors,,,5 to 10 Year Old,[],[],[],
"4 Bedroom House for sale in Hazrat Nizamuddin Colony, Bhopal","Hazrat Nizamuddin Colony, Bhopal",₹70 Lac,"₹8,333 /sqft",Ready To Move,"2140= 840 sqft house bechna hai location saleha parisar phase 2, kamla nagar, nizamuddin colony, indrapuri hai Ghar ground + first floor hai modular kitchen with chimney, false ceiling, ek bathroom me bathtub or western toilet seat hai gharme ek room me ladies kapdo ka collection business hai or ghar rent pe dena chahe to 30,000 rent aa sakta hai or collection se income alag hai interested buyers call ya msg kare","Plot area 840
(78.04 sq.m.)
Built Up area: 1680 sq.ft. (156.08 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 70 Lac+ Govt Charges & Tax
@ 8,333 per sq.ft. (All inclusive) View Price Details","Hazrat Nizamuddin Colony, Bhopal",2 Floors,,Main Road,10+ Year Old,"['1 Water Purifier', '6 Fan', '1 Geyser', '30 Light', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine']","['Security / Fire Alarm', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']",[],
"2 Bedroom House for sale in Sourabh Colony, Bhopal","Sourabh Colony, Bhopal",₹30 Lac,"₹3,333 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 2 bhk house in sourabh colony, which is an ideal choice for a family. The floor plan additionally contains 2 bedrooms, 2 bathrooms and 2 balconies. All in all, the independent house is spread over a built up area of 900 sq.Ft. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 30 lac.","Built Up area: 900
(83.61 sq.m.)
Carpet area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 30 Lac
@ 3,333 per sq.ft. View Price Details","Sourabh Colony, Bhopal",1 Floors,,,,[],[],[],undefined
"3 Bedroom House for sale in Airport Road, Bhopal",Swadesh Orchard Serenity,₹2.35 Cr,"₹7,390 /sqft",Under Construction,"Mantra orchard serenity is a residential development in gondermau, bhopal. The project is built by mantra infrastructure. They provide skillfully designed plots with all necessities.",,,,,,,,,[],[],"[{'Connectivity': '4.3 out of 5'}, {'Lifestyle': '4.3 out of 5'}, {'Safety': '4.2 out of 5'}, {'Green Area': '4.3 out of 5'}]",
"4 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹1.3 Cr,"₹7,222 /sqft",Ready To Move,1800sqft = 40 x 45 sqft plot size 1 km from bus stop 1.5 kms from awadhpuri chowk 300 mtrs from 4 lane bda road Price negotiable Urgent selling required,"Plot area 1800
(167.23 sq.m.)
Built Up area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, No Balcony","₹ 1.3 Crore+ Govt Charges & Tax
@ 7,222 per sq.ft. (Negotiable)","Awadhpuri, Bhopal",0 Floors,West,"Park/Garden,Main Road",10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Bypass Road, Bhopal",Dwarkadheesh Gokuldham,₹45 Lac,"₹6,250 /sqft",Ready To Move,Additional fabrication work done,"Plot area 720
(66.89 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 45 Lac
@ 6,250 per sq.ft. (Negotiable)","Dwarkadheesh Gokuldham
Bypass Road, Bhopal",2 Floors,West,,5 to 10 Year Old,[],[],[],
"3 Bedroom House for sale in Ayodhya Bypass , Bhopal",BHEL Nagar,₹65 Lac,"₹4,333 /sqft",Ready To Move,Less than km from ayodhya bypass (06 lanes) road Groceries and big vegetable market in close vicinity Good famous restaurants Co-Ed st paul school at walking distance Private hospitals nearby Good engineering colleges within 05 kms,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony with Store Room","₹ 65 Lac
@ 4,333 per sq.ft. (All inclusive)","BHEL Nagar
Ayodhya Bypass , Bhopal",1 Floors,West,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"7 Bedroom House for sale in Jhagariya Khurd, Bhopal",Sage Suncity,₹1.05 Cr,"₹3,750 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 7 bhk house for sale in jhagariya khurd, a well-Planned and well-Connected locality in bhopal. Containing 7 bedrooms, 5 bathrooms , this independent house is spread over a built up area of 2800 sq.Ft. Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 1.05 crore.","Built Up area: 2800
(260.13 sq.m.)  
sq.ft.","7 Bedrooms , 5 Bathrooms, No Balcony","₹ 1.05 Crore
@ 3,750 per sq.ft.","Sage Suncity
Jhagariya Khurd, Bhopal",1 Floors,,,,[],[],[],undefined
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Fortune Soumya Heritage,₹63 Lac,"₹7,500 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in hoshangabad road, a well-Connected locality within bhopal. The house has over super built up area of 840 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 1 balcony. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 63 lac. You enjoy a 24*7 water supply in your house. This independent house is facing the west direction.","Plot area 840
(78.04 sq.m.)
Carpet area: 1580 sq.ft. (146.79 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 63 Lac
@ 7,500 per sq.ft. (All inclusive) View Price Details","Fortune Soumya Heritage
Hoshangabad Road, Bhopal",2 Floors,West,,5 to 10 Year Old    View Construction Status,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"6 Bedroom House for sale in Kolar Road, Bhopal",Sarvadharm Colony,₹1.96 Cr,"₹8,166 /sqft",Ready To Move,Description 6 rooms 6 bathrooms 2 halls 2 balcony South facing (Lekin purra vastu ke hissab se bana hua hai) Car 3 + Gardern bhi hai samney Boaring bhi hai 120 feet ki Paani ki tanki bhi hai badiya Aur kolar 6 lane road se sirf 50 mtr andar babu ki kutiya ke pass aur achi society mai hai vilaa,"Plot area 2400
(222.97 sq.m.)  
sq.ft.","6 Bedrooms , 6 Bathrooms, 2 Balconies with Pooja Room,Study Room,Servant Room,Others","₹ 1.96 Crore+ Govt Charges & Tax
@ 8,166 per sq.ft. (All inclusive, Negotiable)","Sarvadharm Colony
Kolar Road, Bhopal",2 Floors,,Main Road,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"7 Bedroom House for sale in Peer Gate Area, Bhopal","Peer Gate Area, Bhopal",₹3 Cr,"₹10,714 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 7 bhk house for sale in peer gate area, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over built up area of 2800 sq.Ft. And comes with 7 bedrooms, 7 bathrooms . As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. By paying just 3 crore, you can become the proud owner of this independent house.","Built Up area: 2800
(260.13 sq.m.)  
sq.ft.","7 Bedrooms , 7 Bathrooms, No Balcony","₹ 3 Crore
@ 10,714 per sq.ft.","Peer Gate Area, Bhopal",1 Floors,,,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"3 Bedroom House for sale in Bairagarh, Bhopal","Bairagarh, Bhopal",₹40 Lac,"₹5,925 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in bairagarh, a well-Connected locality within bhopal. Containing 3 bedrooms, 3 bathrooms , this independent house is spread over a built up area of 675 sq.Ft. As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. This independent house is available at an attractive price of 40 lac.","Built Up area: 675
(62.71 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony","₹ 40 Lac
@ 5,925 per sq.ft.","Bairagarh, Bhopal",1 Floors,,,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"3 Bedroom House for sale in Jahangirabad, Bhopal","Jahangirabad, Bhopal",₹2.9 Cr,"₹16,192 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 3 bhk house for sale in jahangirabad, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over carpet area of 1800 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 1 balcony. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 2.9 crore.","Carpet area: 1800
(167.23 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 2.9 Crore
@ 16,192 per sq.ft.","Jahangirabad, Bhopal",2 Floors,,,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"3 Bedroom House for sale in Samardha, Bhopal",Sage Milestone,₹1 Cr,"₹4,166 /sqft",Ready To Move,"Home is an emotion consisting of safety, warmth, peace and serenity. It is a place where you feel the most like you belong","Plot area 1100
(102.19 sq.m.)
Carpet area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1 Crore
@ 4,166 per sq.ft.","Sage Milestone
Samardha, Bhopal",2 Floors,,,0 to 1 Year Old,[],[],[],
"4 Bedroom House for sale in Mandideep, Bhopal","Mandideep, Bhopal",₹20 Lac,"₹2,151 /sqft",Ready To Move,"This 4 bhk house for sale in mandideep is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 4 bedrooms, 2 bathrooms , this independent house is spread over a built up area of 930 sq.Ft. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This spacious house can be all yours at an attractive price of 20 lac.","Built Up area: 930
(86.4 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, No Balcony","₹ 20 Lac
@ 2,151 per sq.ft.","Mandideep, Bhopal",1 Floors,,,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"4 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹95 Lac,"₹7,600 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in awadhpuri, a well-Planned and well-Connected locality in bhopal. This house occupies a built up area of 1250 sq.Ft. And contains 4 bedrooms, 5 bathrooms . Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The property is available for sale at a competitive price of 95 lac.","Built Up area: 1250
(116.13 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, No Balcony","₹ 95 Lac
@ 7,600 per sq.ft.","Awadhpuri, Bhopal",2 Floors,,,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"6 Bedroom House for sale in Idgah Hills, Bhopal","Idgah Hills, Bhopal",₹3.5 Cr,"₹8,750 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 6 bhk house for sale in idgah hills, a well-Planned and well-Connected locality in bhopal. Containing 6 bedrooms, 4 bathrooms , this independent house is spread over a built up area of 4000 sq.Ft. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 3.5 crore.","Built Up area: 4000
(371.61 sq.m.)  
sq.ft.","6 Bedrooms , 4 Bathrooms, No Balcony","₹ 3.5 Crore
@ 8,750 per sq.ft.","Idgah Hills, Bhopal",3 Floors,,,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
"5 Bedroom House for sale in Katara Hills, Bhopal","Katara Hills, Bhopal",₹86 Lac,"₹6,880 /sqft",Ready To Move,"Brand new house , constructed last year, garden facing, easily accessible - Less than 100 mtr from katara hills main road, additionally the house has borewell so the owner will never have to rely on water connection","Plot area 1250
(116.13 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 86 Lac+ Govt Charges & Tax
@ 6,880 per sq.ft.","Katara Hills, Bhopal",3 Floors,West,"Main Road,Park/Garden",0 to 1 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"7 Bedroom House for sale in Bagmugaliya, Bhopal",Dilip Nandgaon,₹65 Lac,"₹6,632 /sqft",Ready To Move,"Covered campus with secuirty guard, 3 kw solar panel installed, 5000 lt underground water tank,3 car parking space, all sides open,","Plot area 980
(91.04 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","7 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 65 Lac+ Govt Charges & Tax
@ 6,632 per sq.ft. (All inclusive, Negotiable)","Dilip Nandgaon
Bagmugaliya, Bhopal",3 Floors,West,Park/Garden,5 to 10 Year Old,"['5 Bed', '7 Fan', '1 Fridge', '1 Sofa', '2 Geyser', '1 Washing Machine', '20 Light', '1 AC', '2 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Stove', 'No Wardrobe', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"5 Bedroom House for sale in Barkhedi, Bhopal","Barkhedi, Bhopal",₹1.3 Cr,"₹6,500 /sqft",Ready To Move,Road facing property with residential\commercial use,"Plot area 2000
(185.81 sq.m.)  
sq.ft.","5 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 1.3 Crore
@ 6,500 per sq.ft.","Barkhedi, Bhopal",2 Floors,,,5 to 10 Year Old,[],"['Water Storage', 'Visitor Parking']",[],
"2 Bedroom House for sale in Neelbad, Bhopal","Neelbad, Bhopal",₹50 Lac,"₹3,834 /sqft",Ready To Move,"Check out this 2 bhk house for sale in neelbad, a popular residential locality that contains many of the in-Demand properties in bhopal. Constructed on a carpet area of 1304 sq.Ft., this house comprises 2 bedrooms, 2 bathrooms and 1 balcony. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 50 lac.","Carpet area: 1304
(121.15 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 50 Lac
@ 3,834 per sq.ft. View Price Details","Neelbad, Bhopal",1 Floors,,,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",undefined
